id_restaurant,label,food_type,city,review
488,"brother's bagels",bagels,berkeley,2.0
489,"sonoma valley bagel co",bagels,"santa rosa",3.0
490,"sonoma valley bagel co",bagels,"santa rosa",2.0
491,"home grown bagels bakery & restaurant",bagels,sonoma,2.0
492,"homegrown bagels bakery & restaurant",bagels,sonoma,2.0
493,"noah's new york bagels",bagels,"palo alto",2.6
494,"house of bagels",bagels,"palo alto",4.0
495,"house of bagels",bagels,burlingame,2.7
496,"the bagelry",bagels,"san francisco",3.0
497,"noah's bagels",bagels,alameda,2.7
498,"berrys pastry shop",bakery,antioch,2.0
499,"windmill family restaurant & bakery",bakery,antioch,2.0
500,"renee's bakery",bakery,aptos,2.0
501,"hello croissant",bakery,berkeley,2.0
502,"windmill family restaurant & bakery",bakery,"bethel island",2.0
503,"gayle's bakery & rosticceria",bakery,capitola,3.0
504,"granny eng's donut & bakery",bakery,"daly city",2.0
505,"paradise bakery",bakery,"el cerrito",2.0
506,"muffin treat",bakery,fairfield,2.0
507,"conrad's pastries",bakery,felton,2.0
508,"creative croissants",bakery,martinez,2.8
509,"martha's pastries",bakery,"menlo park",2.0
510,"gold ribbon bakeshop & restaurant",bakery,milpitas,2.0
511,"villa corona bakery",bakery,napa,2.0
512,"la brasserie",bakery,oakland,2.7
513,"ruby king bakery",bakery,oakland,2.0
514,"fairmont bake shop",bakery,pacifica,2.0
515,"palo alto baking co.",bakery,"palo alto",3.8
516,"prolific oven",bakery,"palo alto",3.3
517,"stanford pastries",bakery,"palo alto",2.0
518,"dutch treats bakery",bakery,"pleasant hill",2.0
519,"vie de france corporation",bakery,pleasanton,2.0
520,"noble pies",bakery,richmond,2.0
521,"rosemary's bakery",bakery,richmond,2.7
522,"the little bread board",bakery,"san carlos",2.0
523,"andre-boudin bakeries",bakery,"san jose",2.0
524,"freshly baked eatery",bakery,"san jose",2.0
525,"the bread basket",bakery,"san jose",2.0
526,"creative croissante",bakery,"san ramon",2.0
527,"german bakery",bakery,"san ramon",2.3
528,"rebecca's mighty muffins",bakery,"santa cruz",3.0
529,"sisters bake shop & restaurant",bakery,sunnyvale,2.0
530,"vie de france bakery",bakery,"union city",2.0
531,"andre-boudin bakeries inc",bakery,"walnut creek",2.3
532,"california bakery and restaurant",bakery,"san rafael",2.0
533,"coco's bakery",bakery,"santa rosa",2.0
534,"piner bakery",bakery,"santa rosa",2.0
535,"east west bakery cafe",bakery,sebastopol,2.0
536,"feed store cafe & bakery the",bakery,sonoma,2.0
537,"home grown bagels bakery & restaurant",bakery,sonoma,2.0
538,"homegrown bagels bakery & restaurant",bakery,sonoma,2.0
539,"homegrown baking company bakery & restaurant",bakery,sonoma,2.0
540,"homegrown baking company bakery & restaurant",bakery,sonoma,2.0
541,"oh la la bakery cafes",bakery,"san francisco",2.0
542,"suzanne's muffins",bakery,"palo alto",2.0
543,"o! croissant",bakery,"palo alto",2.0
544,"douce france",bakery,"palo alto",3.3
545,"douce france",bakery,"palo alto",2.0
546,"jil's patisserie",bakery,burlingame,3.4
547,"red a bakery",bakery,"san francisco",2.0
548,"special treats patisserie",bakery,"san mateo",3.0
549,bijan,bakery,"san jose",3.0
550,"the cakery",bakery,burlingame,3.5
551,"specialty's cafe and bakery",bakery,"san francisco",3.0
552,"napa valley ovens",bakery,calistoga,2.0
553,"stella bakery",bakery,"san francisco",3.6
554,"quick's little alaska",bar,albany,1.7
555,"the office inc",bar,albany,2.0
556,"beer garden",bar,antioch,2.0
557,"ausiello's tavern",bar,belmont,2.0
558,"belmont bar & grill",bar,belmont,2.0
559,"henfling's tavern",bar,"ben lomond",1.8
560,choices,bar,benicia,2.7
561,"o leary's pub",bar,benicia,2.7
562,"pastime club",bar,benicia,2.7
563,"the brewery tia theresa",bar,benicia,1.7
564,"this bar",bar,benicia,2.0
565,"barney's solano",bar,berkeley,3.0
566,"berkeley square",bar,berkeley,2.0
567,"bison brewing",bar,berkeley,2.6
568,jupiter,bar,berkeley,3.2
569,"santa fe bar and grill",bar,berkeley,3.0
570,"skates on the bay",bar,berkeley,3.9
571,"starry plough pub",bar,berkeley,2.5
572,"temple bar",bar,berkeley,2.0
573,"the albatross pub",bar,berkeley,2.3
574,"the juice bar collective inc",bar,berkeley,2.0
575,"scopazzi restaurant",bar,"boulder creek",2.8
576,"behans an irish pub",bar,burlingame,2.0
577,"california bar & grill",bar,burlingame,2.0
578,"california bar & grill",bar,burlingame,2.0
579,"dicey rileys irish pub",bar,burlingame,2.0
580,"calistoga inn/calistoga brewer",bar,calistoga,2.3
581,"gary's sports bar & grill",bar,campbell,2.6
582,"grand dell saloon",bar,campbell,1.7
583,"jerseys tavern",bar,campbell,2.8
584,"kyoto palace",bar,campbell,2.7
585,"deja vu cocktail lounge",bar,"castro valley",2.0
586,"doucet saloon",bar,"castro valley",2.0
587,"poggi's waterfall lounge",bar,"castro valley",2.0
588,"oaks tavern",bar,castroville,2.0
589,"giovannis bar & grill",bar,concord,2.0
590,"hobies roadhouse",bar,concord,2.3
591,"t r 's bar & grill",bar,concord,3.3
592,"tachi sushi bar",bar,concord,2.0
593,"the company bar",bar,concord,2.0
594,"tropical squeeze juice bar",bar,concord,2.0
595,"upper level bar & grill",bar,concord,2.0
596,"valley lounge",bar,concord,2.0
597,"monte vista inn",bar,cupertino,2.0
598,"skip's bar & grill",bar,cupertino,2.0
599,"carnival bar & grill",bar,"daly city",2.0
600,"globe tavern",bar,"daly city",2.0
601,"silver moon saloon",bar,"daly city",2.0
602,"bartolomucci incorporated",bar,danville,2.7
603,"elliott's bar inc",bar,danville,2.0
604,"evie's place",bar,dublin,2.0
605,"gallagher's dublin pub",bar,dublin,2.0
606,"lyon's brewery of dublin",bar,dublin,3.2
607,"patrick's pub",bar,dublin,2.0
608,"doctors sports bar & grill",bar,"east palo alto",2.0
609,"capri club",bar,"el sobrante",2.0
610,"nick's lounge",bar,"el sobrante",2.0
611,"the club omni",bar,emeryville,2.0
612,"ding's cocktail lounge",bar,fairfield,2.0
613,"gino's sportsman's club",bar,fairfield,2.0
614,"legends & heroes sports bar",bar,fairfield,2.0
615,"back door lounge",bar,fremont,2.0
616,"cheers cocktail lounge",bar,fremont,2.0
617,"j c lounge",bar,fremont,2.0
618,"jd's cocktail lounge",bar,fremont,2.0
619,"mission bell tavern",bar,fremont,2.0
620,"niles hard rock station",bar,fremont,2.0
621,"the office lounge",bar,fremont,2.0
622,"tony's lounge",bar,fremont,2.0
623,"san benito house & saloon",bar,"half moon bay",3.0
624,"bottoms up club",bar,hayward,2.0
625,"buffalo bill's brewery",bar,hayward,3.3
626,"calhoun cocktail lounge",bar,hayward,2.0
627,"daphne gonzales food bar",bar,hayward,2.0
628,"doucet's lounge",bar,hayward,2.0
629,"driftwood lounge",bar,hayward,2.0
630,"fernandes stein longue",bar,hayward,2.0
631,"gallaghers pub",bar,hayward,2.0
632,"geneos lounge",bar,hayward,2.0
633,"hot spot lounge",bar,hayward,2.0
634,"jack's saloon",bar,hayward,2.0
635,"layman's lounge",bar,hayward,2.0
636,"mission lounge",bar,hayward,2.0
637,"noraebang bar",bar,hayward,2.0
638,rumors,bar,hayward,2.0
639,"shar ade cocktails",bar,hayward,2.0
640,"vintage cellars wine bar cafe",bar,hayward,2.3
641,"whiskey river saloon",bar,hayward,2.0
642,"zacks sport lounge",bar,hayward,2.0
643,"whiskey creek saloon",bar,hollister,2.0
644,"round-up saloon",bar,lafayette,1.7
645,"toot's tavern",bar,lafayette,2.0
646,"beebs bar & grill",bar,livermore,2.8
647,"rock house saloon",bar,livermore,2.0
648,"the lounge",bar,livermore,2.0
649,"mountain charley's saloon",bar,"los gatos",2.0
650,"fubar's comedy club bar & gril",bar,martinez,2.0
651,"main street tavern",bar,martinez,2.0
652,"juice club",bar,"menlo park",2.0
653,"oasis beer garden",bar,"menlo park",3.0
654,"galaxy cocktail lounge",bar,milpitas,2.0
655,"town tavern",bar,milpitas,2.0
656,"moraga barn",bar,moraga,2.0
657,"m & h tavern",bar,"morgan hill",2.7
658,"tied house cafe & brewery",bar,"mountain view",3.0
659,"harry o'shortal's yard of ale",bar,napa,2.0
660,"hemphill's cocktail lounge",bar,napa,2.0
661,"lamplighter lounge",bar,napa,2.0
662,"nite cap",bar,napa,2.0
663,"riverside lounge",bar,napa,2.0
664,"the green door",bar,napa,2.0
665,"gubera's pub & hofbrau",bar,newark,2.0
666,"hideway lounge",bar,newark,2.0
667,"ike's cocktail lounge",bar,newark,2.0
668,"knotty pine tavern",bar,newark,2.0
669,"la movida bar",bar,newark,2.0
670,"2101 club inc",bar,oakland,2.0
671,"400 club",bar,oakland,2.0
672,"a & c club",bar,oakland,1.7
673,"bark n bun",bar,oakland,2.0
674,barney's,bar,oakland,3.0
675,barney's,bar,oakland,3.0
676,"bench & bar",bar,oakland,2.3
677,"cabel's reef bar",bar,oakland,2.0
678,"club aloha",bar,oakland,2.0
679,"club eve",bar,oakland,2.0
680,"club martinique",bar,oakland,2.0
681,"club millroc",bar,oakland,2.0
682,"continental club",bar,oakland,2.0
683,"court lounge",bar,oakland,2.0
684,"eli's mile high club & restaur",bar,oakland,2.0
685,"fruitvale lounge",bar,oakland,2.0
686,"golden hours lounge",bar,oakland,2.0
687,"heinolds first & last chance",bar,oakland,2.7
688,"hilltop tavern",bar,oakland,2.0
689,"hughes & nells soul food bar",bar,oakland,2.0
690,"jo ellens lamp lighter lounge",bar,oakland,2.0
691,"kim's lounge",bar,oakland,2.0
692,"laurel lounge",bar,oakland,2.0
693,maxines,bar,oakland,2.0
694,"mc-nally's inc",bar,oakland,2.0
695,"mc-nally's inc",bar,oakland,2.7
696,"oliver's hof-brau & cocktail",bar,oakland,3.0
697,"ray's club",bar,oakland,2.0
698,rumors,bar,oakland,2.0
699,"seven seas",bar,oakland,2.0
700,"soon's cocktail lounge",bar,oakland,2.0
701,"sports page",bar,oakland,2.0
702,"stork club",bar,oakland,2.0
703,"the club omni",bar,oakland,2.0
704,"the graduate",bar,oakland,2.0
705,"the hut",bar,oakland,2.0
706,"villa nova lounge",bar,oakland,2.0
707,"whispers cocktail lounge",bar,oakland,2.0
708,"yee old inn",bar,oakland,2.0
709,"melody lounge",bar,oakley,2.0
710,"olympic juice bar",bar,oakley,2.0
711,"cheers of pacifica",bar,pacifica,2.0
712,"sport's bar at vallemar statio",bar,pacifica,3.2
713,"big sky ranch & saloon",bar,"palo alto",2.0
714,"gordon biersch brewery restaurant",bar,"palo alto",2.7
715,"rose & crown english food and ale",bar,"palo alto",3.8
716,"duarte's tavern",bar,pescadero,3.5
717,"antlers tavern",bar,pinole,2.0
718,"green lantern lounge",bar,pinole,2.0
719,"pete's place",bar,pinole,2.0
720,"silver ridge lounge",bar,pinole,2.0
721,"kruegers cocktail lounge",bar,pittsburg,2.0
722,"cj's saloon",bar,"pleasant hill",2.0
723,"monument lounge",bar,"pleasant hill",2.0
724,"elvira's castle bar",bar,pleasanton,2.0
725,"hap's bar & restaurant",bar,pleasanton,2.0
726,"pardners inn",bar,pleasanton,2.0
727,"popi lounge",bar,pleasanton,2.7
728,"sunshine saloon",bar,pleasanton,3.0
729,"the hop yard",bar,pleasanton,2.8
730,"union jack pub",bar,pleasanton,2.0
731,"y all come back saloon",bar,pleasanton,2.0
732,"alpine beer garden",bar,"portola valley",2.3
733,"danny's tavern",bar,"redwood city",2.0
734,pudley's,bar,"redwood city",2.0
735,"carousal lounge",bar,richmond,2.0
736,"jerry's cocktail lounge",bar,richmond,2.0
737,"little ricky's lounge",bar,richmond,2.0
738,"richmond galileo club",bar,richmond,2.0
739,"rody's bar",bar,richmond,2.0
740,"the elkhorn cocktail lounge",bar,richmond,2.0
741,"striper lounge & restaurant",bar,"rio vista",2.3
742,"state's tavern",bar,"south san francisco",2.3
743,"the pub",bar,"south san francisco",2.0
744,"the rio saloon",bar,"san bruno",2.0
745,"j b's laurel cocktail lounge",bar,"san carlos",1.7
746,pudley's,bar,"san carlos",2.0
747,"club 181",bar,"san francisco",2.0
748,"bini's bar & grille",bar,"san jose",2.7
749,"buckhorn tavern",bar,"san jose",2.0
750,"cup & saucer",bar,"san jose",2.0
751,"drinks drive thru",bar,"san jose",2.0
752,"foxn hounds tavern",bar,"san jose",2.0
753,"gaslight bar & grill",bar,"san jose",2.0
754,"green parrot lounge",bar,"san jose",2.0
755,"gregÕs bar",bar,"san jose",2.0
756,"la cueva bar",bar,"san jose",2.0
757,"redwood cabin tavern",bar,"san jose",2.0
758,"tavern 190",bar,"san jose",2.0
759,"daisy's saloon & liquors",bar,"san juan bautista",2.0
760,"mom & pop's saloon",bar,"san juan bautista",2.0
761,"river oaks store & saloon",bar,"san juan bautista",2.0
762,"billie's lounge",bar,"san leandro",2.0
763,"brass putter",bar,"san leandro",2.0
764,"gass house lounge",bar,"san leandro",2.0
765,"gerry's lounge",bar,"san leandro",2.0
766,"lakeside lounge",bar,"san leandro",2.0
767,"marina cocktail lounge",bar,"san leandro",2.0
768,"shooter's cocktail lounge",bar,"san leandro",2.0
769,"tommy t's cocktail lounge",bar,"san leandro",2.0
770,"prince of wales",bar,"san mateo",3.4
771,"r b's pub",bar,"san pablo",2.0
772,"tiny's tavern",bar,"san pablo",2.0
773,"sidelines sport bar/grill rstr",bar,"san ramon",2.0
774,"a tinker's damn",bar,"santa clara",2.3
775,"duke's cocktail lounge",bar,"santa clara",2.0
776,"martins cocktail lounge",bar,"santa clara",2.0
777,"sportsman bar",bar,"santa clara",2.0
778,"the 5 cs tavern",bar,"santa clara",2.0
779,"99 bottles of beer on the wall",bar,"santa cruz",2.4
780,"island pacific beverage",bar,"santa cruz",2.0
781,"paul's cocktail lounge",bar,"santa cruz",2.0
782,"poet & patriot irish pub",bar,"santa cruz",2.0
783,"rons seaside saloon",bar,"santa cruz",2.0
784,"santa cruz brewing company",bar,"santa cruz",3.0
785,"the blue lagoon cocktail lounge",bar,"santa cruz",2.3
786,"j j 's saloon",bar,soquel,2.0
787,"sir froggy's pub",bar,soquel,2.0
788,"a j's waterin hole",bar,"suisun city",2.0
789,"parkers old town tavern",bar,"suisun city",2.0
790,"vic's pioneer bar",bar,"suisun city",2.0
791,"a & w restaurant",bar,sunnyvale,2.0
792,"benchmark brewing company",bar,sunnyvale,2.0
793,cheers,bar,sunnyvale,1.7
794,"faultline brewing company",bar,sunnyvale,2.8
795,"dyer street salon",bar,"union city",2.0
796,"leo's lounge",bar,"union city",2.0
797,"old mill tavern",bar,"union city",2.0
798,"the shuttle cocktail lounge",bar,"union city",2.0
799,"after five",bar,vallejo,2.0
800,"bandwagon lounge",bar,vallejo,2.0
801,"chris's club",bar,vallejo,2.0
802,"dinky doo's bar",bar,vallejo,2.0
803,"dunphy's tavern",bar,vallejo,2.0
804,"freddie's china barn",bar,vallejo,2.0
805,"george's den",bar,vallejo,2.0
806,"horse & cow",bar,vallejo,2.0
807,"josey wales country nite club",bar,vallejo,2.0
808,"kesler's lounge",bar,vallejo,2.0
809,"my office bar & grill",bar,vallejo,2.0
810,"nitti gritti lounge",bar,vallejo,2.0
811,"popcorn tavern",bar,vallejo,2.0
812,"shamrock club",bar,vallejo,2.0
813,"stan's lounge",bar,vallejo,2.0
814,"terrible teris tavern",bar,vallejo,2.0
815,"artie's countrywood lounge inc",bar,"walnut creek",2.0
816,"d j",bar,"walnut creek",2.0
817,"dan's bar",bar,"walnut creek",2.0
818,onyx,bar,"walnut creek",2.0
819,"sports bar",bar,"walnut creek",2.0
820,wplj's,bar,"walnut creek",2.3
821,"mel's waterfront bar & food",bar,watsonville,2.0
822,"pioneer saloon",bar,woodside,2.0
823,"bad otter",bar,"half moon bay",2.8
824,jupiter,bar,berkeley,2.6
825,"fords snack bar",bar,dixon,2.0
826,"wallys bar & grill",bar,dixon,2.0
827,"wallys restaurant & bar",bar,dixon,2.0
828,"fords snack bar",bar,fairfield,2.0
829,"russian river pub",bar,forestville,2.0
830,"holidaze bar & grill",bar,petaluma,2.0
831,"kelly's bar & restaurant",bar,petaluma,2.0
832,"mcnear's saloon & dining house",bar,petaluma,3.0
833,"papas' taverna",bar,petaluma,2.4
834,"stormy's bloomfield tavern spirits & supper",bar,petaluma,3.0
835,"volpi's ristorante & bar",bar,petaluma,2.6
836,"chili's grill & bar",bar,"rohnert park",2.0
837,"cybelle's pizza & sports bar",bar,"rohnert park",2.0
838,"don's bar & sports",bar,"rohnert park",2.0
839,"yu shang mandarin restaurant & sushi bar",bar,"san rafael",1.7
840,"barleycorn's saloon & eatery",bar,"santa rosa",2.0
841,"bull moose saloon & pizza co",bar,"santa rosa",2.0
842,"joe's of santa rosa restaurant & bar",bar,"santa rosa",2.0
843,"john barleycorn saloon & eatery",bar,"santa rosa",2.0
844,"lucas wharf restaurant & bar",bar,"santa rosa",2.0
845,"pierce street annex restaurant and bar",bar,"santa rosa",2.0
846,"r & s bar",bar,"santa rosa",2.0
847,"rusty putter restaurant & bar",bar,"santa rosa",2.0
848,"sharleen's snack bar",bar,"santa rosa",2.0
849,"sweetriver saloon",bar,"santa rosa",2.0
850,"sausalito inn bar & restaurant",bar,sausalito,2.0
851,"greenhouse restaurant & tavern restaurant",bar,sebastopol,2.0
852,"jasper o'farrell's pub & restaurant",bar,sebastopol,2.0
853,"skip's bar & grill",bar,sebastopol,2.0
854,"eastside oyster bar & grill",bar,sonoma,2.7
855,"sonoma grove bar & grill",bar,sonoma,2.0
856,"bankfirst natl bar & grill",bar,"suisun city",2.0
857,"todd park snack bar",bar,"suisun city",2.0
858,"mortara joe snack bar",bar,vallejo,2.0
859,"anchor oyster bar",bar,"san francisco",2.7
860,"aroma espresso bar",bar,"san francisco",2.0
861,"banks bar",bar,"san francisco",2.0
862,"blarney stone bar & restaurant",bar,"san francisco",2.0
863,"city of paris restaurant & bar",bar,"san francisco",2.7
864,"eat & run snack bar",bar,"san francisco",2.0
865,"el oso bar and restaurant",bar,"san francisco",2.0
866,"garden juice bar",bar,"san francisco",2.0
867,"greeley's restaurant & bar",bar,"san francisco",2.0
868,"jazz at pearl's restaurant & bar",bar,"san francisco",2.7
869,"joes snack bar",bar,"san francisco",2.0
870,"johnnys o's snack bar",bar,"san francisco",2.0
871,"kezar bar & restaurant",bar,"san francisco",2.3
872,"lee's snack bar",bar,"san francisco",2.0
873,"martin macks bar & restaurant",bar,"san francisco",2.0
874,"metro bar and restaurant the",bar,"san francisco",2.0
875,"monte carlo restaurant & bar t",bar,"san francisco",2.0
876,"oppenheimer restaurant & bar",bar,"san francisco",2.0
877,"parc place restaurant & bar",bar,"san francisco",2.0
878,"pearl's jazz restaurant & bar",bar,"san francisco",2.0
879,"r cafe bar & restaurant",bar,"san francisco",2.0
880,"raw bar hyde street seafood ho",bar,"san francisco",2.0
881,"richards snack bar",bar,"san francisco",2.0
882,"square bar & restaurant the",bar,"san francisco",2.0
883,"st john's snack bar",bar,"san francisco",2.0
884,"steve's snack bar",bar,"san francisco",2.0
885,"pasta pomodor",bar,"san francisco",2.0
886,"the square bar & restaurant",bar,"san francisco",2.0
887,"empire tap room",bar,"palo alto",3.1
888,"los gatos bar & grill",bar,"los gatos",2.7
889,"horse shoe club",bar,"santa clara",2.0
890,"roster t. feathers",bar,sunnyvale,2.0
891,"island food & grog, the",bar,"palo alto",3.3
892,"paddy's irish bar",bar,"san jose",2.0
893,"coach's corner",bar,"san jose",2.0
894,"gulf coast grill & bar",bar,oakland,2.0
895,"triple rock brewery",bar,berkeley,2.0
896,moose's,bar,"san francisco",3.2
897,"akasaka cocktail",bar,"san francisco",2.7
898,"the hopyard",bar,pleasanton,3.3
899,"ivys restaurant & bar",bar,"san francisco",2.0
900,"annabelle's bar & bistro",bar,"san francisco",2.7
901,"clement street bar and grill",bar,"san francisco",2.0
902,"harbor fifteen",bar,"san rafael",2.0
903,"mudville grill",bar,clayton,2.3
904,"big horn",bar,"san ramon",2.3
905,"pete's brass rail and car wash",bar,danville,2.3
906,"burlingame station",bar,burlingame,2.4
907,infusion,bar,"san francisco",2.3
908,"mars cafe",bar,"san francisco",2.0
909,max's,bar,"san jose",2.0
910,"thirsty bear brewing co",bar,"san francisco",2.3
911,"hydro bar & grill",bar,calistoga,2.0
912,"bear republic brewing co., inc.",bar,healdsburg,2.0
913,"maui rock bar & grill",bar,newark,1.8
914,"the surfwood",bar,calistoga,2.0
915,susie,bar,calistoga,2.0
916,"cole's bar b",barbeque,aptos,2.0
917,"carmen & family bar b que",barbeque,berkeley,2.3
918,"mama's barbeque",barbeque,berkeley,2.0
919,"thai barbeque",barbeque,berkeley,1.8
920,"down home texas barbeque",barbeque,brentwood,2.0
921,"andy's bar-b-q",barbeque,campbell,2.4
922,"tony romas",barbeque,danville,3.0
923,"goldie's oakwood bar b-q",barbeque,"east palo alto",2.0
924,"piggys pizza & ribs",barbeque,"el cerrito",3.0
925,"tony roma",barbeque,fairfield,2.0
926,"blue pacific",barbeque,"half moon bay",2.0
927,"emil villa barbeque pit",barbeque,hayward,2.5
928,"everett & jones",barbeque,hayward,2.7
929,"han yang bbq",barbeque,hayward,2.0
930,"hickory pit",barbeque,hayward,2.0
931,"california barbeque",barbeque,"los altos",2.0
932,"little lous bbq",barbeque,"los gatos",2.0
933,"down home texas bbq",barbeque,martinez,2.0
934,"rib crib",barbeque,milpitas,2.0
935,"rib cage restaurant",barbeque,newark,2.0
936,"big daddy's smoke house",barbeque,oakland,2.0
937,"everett & jones",barbeque,oakland,3.0
938,"flint's barbeque",barbeque,oakland,3.7
939,"happy bar b q",barbeque,oakland,2.0
940,"the drivers soul foods & bbq",barbeque,oakland,2.0
941,"walts hickory",barbeque,oakland,2.0
942,"wess & virginia's bbq",barbeque,oakland,2.0
943,"h double h bar-b-que",barbeque,"palo alto",2.0
944,"the back forty corporation",barbeque,"pleasant hill",3.7
945,"pearl's bar-b-que pit",barbeque,pleasanton,2.7
946,"tommy's bar b que",barbeque,"san carlos",2.0
947,"big nate's barbeque",barbeque,"san francisco",1.7
948,"collier's bar-b-que",barbeque,"san francisco",2.0
949,"flintroy's bar-b-q",barbeque,"san francisco",2.0
950,"tony roma's",barbeque,"san francisco",2.0
951,"family bar b",barbeque,"san jose",2.0
952,"flo's bar b que",barbeque,"san jose",2.0
953,"gilberto's bar",barbeque,"san jose",2.0
954,"goldie's oakwood bar b-q",barbeque,"san jose",2.0
955,"kim tuong bbq restaurant",barbeque,"san jose",2.0
956,"kiu kee b b q  dim sum & chine",barbeque,"san jose",2.0
957,"mr barbeque",barbeque,"san jose",2.0
958,"nigel's bar b q restaurant",barbeque,"san jose",2.0
959,"quincy's bar b",barbeque,"san jose",2.0
960,"sam's bbq",barbeque,"san jose",3.3
961,"scott bar b que",barbeque,"san jose",2.0
962,"tess's b bq diner",barbeque,"san jose",2.0
963,"the bbq boys",barbeque,"san jose",2.0
964,"old south bar b que",barbeque,"san leandro",3.6
965,"tony roma's of norcal",barbeque,"suisun city",2.0
966,"miramar cafe bbq express",barbeque,sunnyvale,2.0
967,"mr d's & sons bbq & catering",barbeque,sunnyvale,3.0
968,"t&j's southern style bbq",barbeque,sunnyvale,2.0
969,"porky's bar-b-que",barbeque,hayward,2.8
970,"emil villa's, the original hick'ry pit",barbeque,livermore,2.5
971,"back forty texas bbq",barbeque,benicia,2.0
972,"three cook's barbeque",barbeque,petaluma,2.7
973,"bbq al gaucho",barbeque,"san rafael",2.0
974,"john's catering & traveling barbeque",barbeque,"santa rosa",2.0
975,"pack jack bar-b-que inn",barbeque,sebastopol,2.3
976,"ds bar b q",barbeque,"suisun city",2.0
977,"lees barbque",barbeque,vallejo,2.0
978,"king charcoal barbeque",barbeque,"san francisco",2.0
979,"smile bbq",barbeque,"san francisco",2.0
980,"young's barbeque",barbeque,"san francisco",2.0
981,"hung won bbq",barbeque,"san jose",2.0
982,"new tung kee",barbeque,"san jose",2.0
983,"de angelos",barbeque,"san jose",2.0
984,"clay's barbeque",barbeque,benicia,2.3
985,"barley & hopps",barbeque,"san mateo",3.0
986,"emil villa's california bbq",barbeque,fremont,1.8
987,willy's,barbeque,newark,3.0
988,"willy's smokehouse & bbq",barbeque,newark,2.6
989,"michael k's, the original hick'ry pit",barbeque,campbell,2.0
990,"heavenly hot restaurant",barbeque,"san francisco",2.3
991,"porter street barbeque",barbeque,cotati,2.3
992,rib-o-licious,barbeque,newark,2.0
993,"flints bar-b-q take-out",barbeque,"san leandro",2.0
994,"the central texan barbeque",barbeque,castroville,3.0
995,"redneck earl's",barbeque,"san mateo",2.3
996,austin's,barbeque,"mountain view",2.5
997,austin's,barbeque,"mountain view",2.0
998,"le chalet basque",basque,"san rafael",2.7
999,"bistro alexis",belgian,"san francisco",3.0
1000,"mixx-an american bistro",bistro,"santa rosa",2.8
